"waterbody_segment","pollutant_name","pollutant_group","test_fraction","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance"
"ROCK CREEK LOWER","DIBENZO_A_H_ANTHRACENE","PAH3",NA,13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-07-09,"2020",NA,NA,11
"ROCK CREEK LOWER","DIELDRIN","DIELDRIN",NA,14,2021,5,"2021",14,0,0,5,NA,"Never",NA,"Never",2021-03-17,"2021",NA,NA,3
"ROCK CREEK LOWER","FLUORANTHENE","PAH2",NA,21,2021,6,"2020",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","FLUORENE","PAH1",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,13,2021,7,"2021",13,0,0,7,NA,"Never",NA,"Never",2021-04-15,"2021",NA,NA,2
"ROCK CREEK LOWER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-07-09,"2020",NA,NA,11
"ROCK CREEK LOWER","NAPHTHALENE","PAH1",NA,21,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","PCB_TOTAL","PCB_TOTAL",NA,5,2021,5,"2021",5,0,0,5,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"ROCK CREEK LOWER","PYRENE","PAH2",NA,21,2021,5,"2020",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","4_4_DDE","DDE",NA,19,2000,0,"Never",18,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","ANTHRACENE","PAH1",NA,23,2008,4,"2008",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","BENZO_A_PYRENE","PAH3",NA,23,2008,4,"2008",6,0,0,4,NA,"Never",NA,"Never",2008-09-06,"2008",NA,NA,0
"ROCK CREEK UPPER","DIELDRIN","DIELDRIN",NA,19,2000,0,"Never",18,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","FLUORANTHENE","PAH2",NA,23,2008,18,"2008",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","NAPHTHALENE","PAH1",NA,23,2008,2,"2008",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","PYRENE","PAH2",NA,23,2008,18,"2008",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","4_4_DDD","DDD",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","4_4_DDE","DDE",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","4_4_DDT","DDT",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","ACENAPHTHENE","PAH1",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","ANTHRACENE","PAH1",NA,2,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","BENZO_A_ANTHRACENE","PAH2",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","BENZO_A_PYRENE","PAH3",NA,2,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","BENZO_B_FLUORANTHENE","PAH3",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","BENZO_K_FLUORANTHENE","PAH3",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","CHLORDANE_TECHNICAL","CHLORDANE_TECHNICAL",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","CHRYSENE","PAH2",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","DIBENZO_A_H_ANTHRACENE","PAH3",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","DIELDRIN","DIELDRIN",NA,1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",NA,NA,0
"SOAPSTONE CREEK","FLUORANTHENE","PAH2",NA,2,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","FLUORENE","PAH1",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",NA,NA,0
"SOAPSTONE CREEK","INDENO_1_2_3_CD_PYRENE","PAH3",NA,1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","NAPHTHALENE","PAH1",NA,2,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","PCB_TOTAL","PCB_TOTAL",NA,1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",NA,NA,0
"SOAPSTONE CREEK","PYRENE","PAH2",NA,2,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","4_4_DDD","DDD",NA,6,2019,6,"2019",6,5,0,6,2018-10-12,"2018",NA,"Never",2019-06-11,"2019",1,NA,0
"TEXAS AVENUE TRIBUTARY","4_4_DDE","DDE",NA,6,2019,3,"2019",6,1,0,3,2014-01-12,"2014",NA,"Never",2019-06-11,"2019",3,NA,0
"TEXAS AVENUE TRIBUTARY","4_4_DDT","DDT",NA,6,2019,1,"2014",6,1,0,1,2014-01-12,"2014",NA,"Never",2014-01-12,"2014",3,NA,3
"TEXAS AVENUE TRIBUTARY","ACENAPHTHENE","PAH1",NA,6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","ANTHRACENE","PAH1",NA,6,2019,1,"2014",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","BENZO_A_ANTHRACENE","PAH2",NA,6,2019,1,"2014",6,0,0,1,NA,"Never",NA,"Never",2014-01-12,"2014",NA,NA,3
"TEXAS AVENUE TRIBUTARY","BENZO_A_PYRENE","PAH3",NA,6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","BENZO_B_FLUORANTHENE","PAH3",NA,6,2019,1,"2014",6,0,0,1,NA,"Never",NA,"Never",2014-01-12,"2014",NA,NA,3
"TEXAS AVENUE TRIBUTARY","BENZO_K_FLUORANTHENE","PAH3",NA,6,2019,1,"2014",6,0,0,1,NA,"Never",NA,"Never",2014-01-12,"2014",NA,NA,3
"TEXAS AVENUE TRIBUTARY","CHLORDANE_TECHNICAL","CHLORDANE_TECHNICAL",NA,6,2019,1,"2013",6,1,0,1,2013-11-27,"2013",NA,"Never",2013-11-27,"2013",4,NA,4
"TEXAS AVENUE TRIBUTARY","CHRYSENE","PAH2",NA,6,2019,1,"2014",6,0,0,1,NA,"Never",NA,"Never",2014-01-12,"2014",NA,NA,3
"TEXAS AVENUE TRIBUTARY","DIBENZO_A_H_ANTHRACENE","PAH3",NA,6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","DIELDRIN","DIELDRIN",NA,6,2019,5,"2018",6,0,0,5,NA,"Never",NA,"Never",2018-10-12,"2018",NA,NA,1
"TEXAS AVENUE TRIBUTARY","FLUORANTHENE","PAH2",NA,6,2019,1,"2014",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","FLUORENE","PAH1",NA,6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,6,2019,3,"2018",6,0,0,3,NA,"Never",NA,"Never",2018-08-30,"2018",NA,NA,2
"TEXAS AVENUE TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","NAPHTHALENE","PAH1",NA,6,2019,1,"2014",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,3,2014,3,"2014",3,0,0,3,NA,"Never",NA,"Never",2014-01-12,"2014",NA,NA,0
"TEXAS AVENUE TRIBUTARY","PYRENE","PAH2",NA,6,2019,1,"2014",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","4_4_DDD","DDD",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","4_4_DDE","DDE",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","4_4_DDT","DDT",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","ACENAPHTHENE","PAH1",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","ANTHRACENE","PAH1",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","BENZO_A_ANTHRACENE","PAH2",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","BENZO_A_PYRENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","BENZO_B_FLUORANTHENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","BENZO_K_FLUORANTHENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","CHLORDANE_TECHNICAL","CHLORDANE_TECHNICAL",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","CHRYSENE","PAH2",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","DIBENZO_A_H_ANTHRACENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","DIELDRIN","DIELDRIN",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","FLUORANTHENE","PAH2",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","FLUORENE","PAH1",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","INDENO_1_2_3_CD_PYRENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","NAPHTHALENE","PAH1",NA,3,2014,1,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","PYRENE","PAH2",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","4_4_DDD","DDD",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","4_4_DDE","DDE",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","4_4_DDT","DDT",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","ACENAPHTHENE","PAH1",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","ANTHRACENE","PAH1",NA,19,2016,1,"2016",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","BENZO_A_ANTHRACENE","PAH2",NA,19,2016,2,"2016",7,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",NA,NA,4
"WASHINGTON SHIP CHANNEL","BENZO_A_PYRENE","PAH3",NA,19,2016,1,"2016",7,0,0,1,NA,"Never",NA,"Never",2016-10-05,"2016",NA,NA,4
"WASHINGTON SHIP CHANNEL","BENZO_B_FLUORANTHENE","PAH3",NA,19,2016,2,"2016",7,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",NA,NA,4
"WASHINGTON SHIP CHANNEL","BENZO_K_FLUORANTHENE","PAH3",NA,19,2016,2,"2016",7,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",NA,NA,4
"WASHINGTON SHIP CHANNEL","CHLORDANE_TECHNICAL","CHLORDANE_TECHNICAL",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","CHRYSENE","PAH2",NA,19,2016,2,"2016",7,0,0,1,NA,"Never",NA,"Never",2016-10-05,"2016",NA,NA,4
"WASHINGTON SHIP CHANNEL","DIBENZO_A_H_ANTHRACENE","PAH3",NA,19,2016,2,"2016",7,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",NA,NA,4
"WASHINGTON SHIP CHANNEL","DIELDRIN","DIELDRIN",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","FLUORANTHENE","PAH2",NA,19,2016,4,"2016",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","FLUORENE","PAH1",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","INDENO_1_2_3_CD_PYRENE","PAH3",NA,19,2016,2,"2016",7,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",NA,NA,4
"WASHINGTON SHIP CHANNEL","NAPHTHALENE","PAH1",NA,19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","PCB_TOTAL","PCB_TOTAL",NA,16,2016,16,"2016",4,0,0,16,NA,"Never",NA,"Never",2016-12-01,"2016",NA,NA,0
"WASHINGTON SHIP CHANNEL","PYRENE","PAH2",NA,19,2016,3,"2016",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","4_4_DDD","DDD",NA,7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","4_4_DDE","DDE",NA,7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","4_4_DDT","DDT",NA,7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","ACENAPHTHENE","PAH1",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","ANTHRACENE","PAH1",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","BENZO_A_ANTHRACENE","PAH2",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","BENZO_A_PYRENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","BENZO_B_FLUORANTHENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","BENZO_K_FLUORANTHENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","CHLORDANE_TECHNICAL","CHLORDANE_TECHNICAL",NA,7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","CHRYSENE","PAH2",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","DIBENZO_A_H_ANTHRACENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","DIELDRIN","DIELDRIN",NA,7,2019,4,"2019",6,0,0,4,NA,"Never",NA,"Never",2019-06-11,"2019",NA,NA,0
"WATTS BRANCH LOWER","FLUORANTHENE","PAH2",NA,3,2014,1,"2013",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","FLUORENE","PAH1",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","NAPHTHALENE","PAH1",NA,3,2014,1,"2013",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","PCB_TOTAL","PCB_TOTAL",NA,3,2014,3,"2014",3,0,0,3,NA,"Never",NA,"Never",2014-01-12,"2014",NA,NA,0
"WATTS BRANCH LOWER","PYRENE","PAH2",NA,3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","4_4_DDD","DDD",NA,13,2021,1,"2021",13,1,0,1,2021-05-12,"2021",NA,"Never",2021-05-12,"2021",1,NA,1
"WATTS BRANCH UPPER","4_4_DDE","DDE",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","4_4_DDT","DDT",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","ACENAPHTHENE","PAH1",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","ANTHRACENE","PAH1",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","BENZO_A_ANTHRACENE","PAH2",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","BENZO_A_PYRENE","PAH3",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","BENZO_B_FLUORANTHENE","PAH3",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","BENZO_K_FLUORANTHENE","PAH3",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","CHLORDANE_TECHNICAL","CHLORDANE_TECHNICAL",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","CHRYSENE","PAH2",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","DIBENZO_A_H_ANTHRACENE","PAH3",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","DIELDRIN","DIELDRIN",NA,13,2021,4,"2021",13,0,0,4,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"WATTS BRANCH UPPER","FLUORANTHENE","PAH2",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","FLUORENE","PAH1",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,13,2021,1,"2021",13,0,0,1,NA,"Never",NA,"Never",2021-04-15,"2021",NA,NA,2
"WATTS BRANCH UPPER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","NAPHTHALENE","PAH1",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","PCB_TOTAL","PCB_TOTAL",NA,5,2021,5,"2021",5,0,0,5,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"WATTS BRANCH UPPER","PYRENE","PAH2",NA,13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","ARSENIC","ARSENIC","DISSOLVED",52,2021,40,"2021",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","ARSENIC","ARSENIC","TOTAL",93,2021,52,"2021",64,0,0,52,NA,"Never",NA,"Never",2021-06-16,"2021",NA,NA,0
"ANACOSTIA LOWER","COPPER","COPPER","DISSOLVED",52,2021,52,"2021",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","COPPER","COPPER","TOTAL",52,2021,52,"2021",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","LEAD","LEAD","DISSOLVED",49,2021,38,"2021",21,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","LEAD","LEAD","TOTAL",49,2021,49,"2021",21,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","MERCURY","MERCURY","DISSOLVED",49,2021,2,"2016",21,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","MERCURY","MERCURY","TOTAL",62,2021,4,"2016",34,0,0,1,NA,"Never",NA,"Never",1991-04-09,"1991",NA,NA,59
"ANACOSTIA LOWER","ZINC","ZINC","DISSOLVED",52,2021,42,"2021",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA LOWER","ZINC","ZINC","TOTAL",79,2021,56,"2021",51,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA UPPER","ARSENIC","ARSENIC","DISSOLVED",56,2019,44,"2019",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA UPPER","ARSENIC","ARSENIC","TOTAL",171,2019,56,"2019",54,0,0,56,NA,"Never",NA,"Never",2019-06-11,"2019",NA,NA,0
"ANACOSTIA UPPER","COPPER","COPPER","DISSOLVED",56,2019,56,"2019",14,1,0,0,2016-12-01,"2016",NA,"Never",NA,"Never",21,NA,NA
"ANACOSTIA UPPER","COPPER","COPPER","TOTAL",56,2019,56,"2019",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA UPPER","LEAD","LEAD","DISSOLVED",37,2016,31,"2016",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA UPPER","LEAD","LEAD","TOTAL",37,2016,37,"2016",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA UPPER","MERCURY","MERCURY","DISSOLVED",30,2016,1,"2016",8,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA UPPER","MERCURY","MERCURY","TOTAL",70,2016,3,"2016",21,0,0,2,NA,"Never",NA,"Never",1994-07-12,"1994",NA,NA,45
"ANACOSTIA UPPER","ZINC","ZINC","DISSOLVED",56,2019,51,"2019",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ANACOSTIA UPPER","ZINC","ZINC","TOTAL",123,2019,89,"2019",42,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BATTERY KEMBLE CREEK","ARSENIC","ARSENIC","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BATTERY KEMBLE CREEK","ARSENIC","ARSENIC","TOTAL",42,2013,0,"Never",42,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BATTERY KEMBLE CREEK","COPPER","COPPER","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BATTERY KEMBLE CREEK","COPPER","COPPER","TOTAL",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
